order_id,customer_id,order_date,order_status,total_amount,payment_method,customer_city,customer_state,product_category,customer_rating,delivery_days
ORD002857,CUST00575,2024-02-22 01:25:33.186637328,Delivered,151.87,PayPal,Fortaleza,DF,Beauty,4,2
ORD002858,CUST01609,2024-02-22 04:55:50.110022008,Delivered,250.29,Debit Card,Fortaleza,DF,Sports,4,5
ORD002859,CUST01185,2024-02-22 08:26:07.033406680,Delivered,377.95,Credit Card,Rio de Janeiro,SP,Sports,2,12
ORD002860,CUST01705,2024-02-22 11:56:23.956791360,Delivered,118.53,Credit Card,Rio de Janeiro,CE,Books,3,2
ORD002861,CUST01113,2024-02-22 15:26:40.880176032,Delivered,160.59,Debit Card,Fortaleza,RJ,Home & Garden,4,10
ORD002862,CUST00688,2024-02-22 18:56:57.803560712,Delivered,186.13,Credit Card,Brasilia,CE,Home & Garden,5,7
ORD002863,CUST00781,2024-02-22 22:27:14.726945392,Delivered,378.43,Credit Card,Brasilia,BA,Home & Garden,3,11
ORD002864,CUST00585,2024-02-23 01:57:31.650330064,Delivered,426.52,Debit Card,Brasilia,BA,Clothing,5,10
ORD002865,CUST01781,2024-02-23 05:27:48.573714744,Delivered,200.67,Cash,Sao Paulo,CE,Clothing,4,6
ORD002866,CUST00589,2024-02-23 08:58:05.497099424,Delivered,162.38,Credit Card,Sao Paulo,CE,Home & Garden,5,7
ORD002867,CUST01183,2024-02-23 12:28:22.420484096,Delivered,446.93,Credit Card,Brasilia,DF,Books,4,6
ORD002868,CUST00489,2024-02-23 15:58:39.343868776,Delivered,499.7,PayPal,Fortaleza,RJ,Electronics,3,10
ORD002869,CUST00971,2024-02-23 19:28:56.267253448,Delivered,341.77,Credit Card,Rio de Janeiro,DF,Beauty,5,1
ORD002870,CUST01348,2024-02-23 22:59:13.190638128,Delivered,495.19,PayPal,Salvador,SP,Clothing,3,3
ORD002871,CUST01634,2024-02-24 02:29:30.114022808,Cancelled,336.78,Credit Card,Rio de Janeiro,SP,Home & Garden,5,10
ORD002872,CUST01405,2024-02-24 05:59:47.037407480,Delivered,372.06,Credit Card,Rio de Janeiro,BA,Sports,5,2
ORD002873,CUST01126,2024-02-24 09:30:03.960792160,Delivered,206.55,Debit Card,Salvador,BA,Clothing,4,1
ORD002874,CUST00494,2024-02-24 13:00:20.884176832,Delivered,227.82,Cash,Brasilia,RJ,Electronics,5,1
ORD002875,CUST01668,2024-02-24 16:30:37.807561512,Delivered,89.19,PayPal,Rio de Janeiro,BA,Clothing,5,4
ORD002876,CUST01638,2024-02-24 20:00:54.730946192,Delivered,414.92,Credit Card,Salvador,SP,Electronics,5,11
ORD002877,CUST00019,2024-02-24 23:31:11.654330864,Delivered,466.91,Debit Card,Fortaleza,RJ,Electronics,5,1
ORD002878,CUST01478,2024-02-25 03:01:28.577715544,Processing,319.25,Debit Card,Fortaleza,SP,Clothing,4,2
ORD002879,CUST01506,2024-02-25 06:31:45.501100224,Delivered,184.95,Debit Card,Fortaleza,CE,Electronics,2,1
ORD002880,CUST01618,2024-02-25 10:02:02.424484896,Delivered,93.93,PayPal,Brasilia,CE,Clothing,5,13
ORD002881,CUST00397,2024-02-25 13:32:19.347869576,Delivered,147.27,Credit Card,Rio de Janeiro,RJ,Clothing,4,12
ORD002882,CUST01001,2024-02-25 17:02:36.271254248,Delivered,142.6,Credit Card,Rio de Janeiro,DF,Books,3,12
ORD002883,CUST01303,2024-02-25 20:32:53.194638928,Delivered,314.49,Cash,Sao Paulo,BA,Sports,4,6
ORD002884,CUST00851,2024-02-26 00:03:10.118023608,Delivered,473.62,Cash,Fortaleza,RJ,Beauty,5,11
ORD002885,CUST01389,2024-02-26 03:33:27.041408280,Shipped,43.17,Credit Card,Brasilia,BA,Electronics,3,4
ORD002886,CUST01355,2024-02-26 07:03:43.964792960,Delivered,20.49,Credit Card,Salvador,SP,Clothing,5,8
ORD002887,CUST01665,2024-02-26 10:34:00.888177632,Delivered,308.09,Cash,Brasilia,DF,Electronics,4,11
ORD002888,CUST01368,2024-02-26 14:04:17.811562312,Delivered,156.35,Credit Card,Rio de Janeiro,BA,Clothing,3,5
ORD002889,CUST00822,2024-02-26 17:34:34.734946992,Delivered,442.66,Debit Card,Fortaleza,CE,Beauty,5,14
ORD002890,CUST00455,2024-02-26 21:04:51.658331664,Delivered,177.08,Credit Card,Sao Paulo,CE,Clothing,5,10
ORD002891,CUST01625,2024-02-27 00:35:08.581716344,Delivered,159.07,PayPal,Brasilia,SP,Clothing,4,5
ORD002892,CUST00725,2024-02-27 04:05:25.505101024,Delivered,149.37,Credit Card,Sao Paulo,RJ,Sports,4,11
ORD002893,CUST01679,2024-02-27 07:35:42.428485696,Delivered,89.53,Credit Card,Rio de Janeiro,BA,Electronics,4,11
ORD002894,CUST01089,2024-02-27 11:05:59.351870376,Shipped,299.13,Credit Card,Salvador,SP,Sports,5,8
ORD002895,CUST01100,2024-02-27 14:36:16.275255048,Shipped,100.74,Cash,Brasilia,CE,Sports,1,11
ORD002896,CUST00711,2024-02-27 18:06:33.198639728,Delivered,223.82,Debit Card,Rio de Janeiro,CE,Sports,4,10
ORD002897,CUST00143,2024-02-27 21:36:50.122024408,Delivered,241.27,PayPal,Fortaleza,CE,Sports,5,6
ORD002898,CUST00917,2024-02-28 01:07:07.045409080,Delivered,29.84,Credit Card,Brasilia,DF,Books,4,6
ORD002899,CUST01939,2024-02-28 04:37:23.968793760,Delivered,28.07,Cash,Sao Paulo,DF,Electronics,4,3
ORD002900,CUST00828,2024-02-28 08:07:40.892178440,Delivered,269.7,PayPal,Brasilia,CE,Electronics,5,13
ORD002901,CUST00605,2024-02-28 11:37:57.815563112,Delivered,354.1,PayPal,Rio de Janeiro,RJ,Clothing,5,6
ORD002902,CUST01497,2024-02-28 15:08:14.738947792,Delivered,472.23,Cash,Rio de Janeiro,DF,Electronics,5,10
ORD002903,CUST01441,2024-02-28 18:38:31.662332464,Delivered,105.98,Credit Card,Sao Paulo,BA,Beauty,4,13
ORD002904,CUST00305,2024-02-28 22:08:48.585717144,Delivered,69.56,Debit Card,Rio de Janeiro,DF,Sports,5,7
ORD002905,CUST00736,2024-02-29 01:39:05.509101824,Delivered,45.0,Cash,Brasilia,BA,Home & Garden,5,2
ORD002906,CUST01521,2024-02-29 05:09:22.432486496,Delivered,229.3,PayPal,Sao Paulo,DF,Electronics,3,3
ORD002907,CUST00291,2024-02-29 08:39:39.355871176,Delivered,319.11,Debit Card,Rio de Janeiro,CE,Home & Garden,5,6
ORD002908,CUST01964,2024-02-29 12:09:56.279255848,Delivered,423.47,Credit Card,Rio de Janeiro,BA,Beauty,1,10
ORD002909,CUST00102,2024-02-29 15:40:13.202640528,Delivered,347.67,Debit Card,Brasilia,RJ,Books,5,9
ORD002910,CUST01291,2024-02-29 19:10:30.126025208,Cancelled,120.01,Debit Card,Rio de Janeiro,DF,Clothing,5,13
ORD002911,CUST00867,2024-02-29 22:40:47.049409880,Delivered,241.65,Credit Card,Brasilia,DF,Clothing,5,9
ORD002912,CUST00968,2024-03-01 02:11:03.972794560,Delivered,456.97,PayPal,Fortaleza,CE,Clothing,3,8
ORD002913,CUST01646,2024-03-01 05:41:20.896179240,Delivered,176.84,Credit Card,Brasilia,BA,Books,5,8
ORD002914,CUST00974,2024-03-01 09:11:37.819563912,Shipped,259.39,Credit Card,Salvador,CE,Sports,3,9
ORD002915,CUST00842,2024-03-01 12:41:54.742948592,Delivered,480.11,Debit Card,Rio de Janeiro,BA,Home & Garden,5,11
ORD002916,CUST00962,2024-03-01 16:12:11.666333264,Delivered,372.66,Credit Card,Fortaleza,DF,Electronics,5,11
ORD002917,CUST00942,2024-03-01 19:42:28.589717944,Shipped,378.92,Credit Card,Sao Paulo,DF,Sports,2,9
ORD002918,CUST01801,2024-03-01 23:12:45.513102624,Delivered,141.12,Credit Card,Salvador,DF,Clothing,3,10
ORD002919,CUST01027,2024-03-02 02:43:02.436487296,Cancelled,219.06,Credit Card,Sao Paulo,DF,Clothing,5,11
ORD002920,CUST00085,2024-03-02 06:13:19.359871976,Shipped,59.52,Credit Card,Salvador,SP,Sports,4,13
ORD002921,CUST01818,2024-03-02 09:43:36.283256648,Shipped,311.13,Credit Card,Fortaleza,DF,Home & Garden,5,9
ORD002922,CUST00328,2024-03-02 13:13:53.206641328,Delivered,69.79,Credit Card,Fortaleza,DF,Sports,4,5
ORD002923,CUST00816,2024-03-02 16:44:10.130026008,Delivered,421.24,Credit Card,Fortaleza,BA,Books,5,6
ORD002924,CUST01474,2024-03-02 20:14:27.053410680,Delivered,410.99,Debit Card,Salvador,DF,Clothing,3,5
ORD002925,CUST00454,2024-03-02 23:44:43.976795360,Delivered,276.13,Cash,Brasilia,DF,Home & Garden,5,13
ORD002926,CUST01948,2024-03-03 03:15:00.900180040,Delivered,87.76,Debit Card,Sao Paulo,BA,Electronics,5,1
ORD002927,CUST00629,2024-03-03 06:45:17.823564712,Delivered,32.28,Debit Card,Brasilia,DF,Clothing,5,4
ORD002928,CUST01245,2024-03-03 10:15:34.746949392,Delivered,402.42,Credit Card,Brasilia,DF,Sports,1,14
ORD002929,CUST01178,2024-03-03 13:45:51.670334064,Delivered,308.07,PayPal,Rio de Janeiro,CE,Home & Garden,5,11
ORD002930,CUST00665,2024-03-03 17:16:08.593718744,Delivered,361.25,Debit Card,Sao Paulo,SP,Clothing,3,13
ORD002931,CUST00012,2024-03-03 20:46:25.517103424,Delivered,165.83,Credit Card,Salvador,BA,Electronics,5,1
ORD002932,CUST01157,2024-03-04 00:16:42.440488096,Delivered,264.55,Credit Card,Rio de Janeiro,CE,Electronics,5,12
ORD002933,CUST00304,2024-03-04 03:46:59.363872776,Delivered,378.64,Credit Card,Rio de Janeiro,RJ,Beauty,4,1
ORD002934,CUST01317,2024-03-04 07:17:16.287257448,Delivered,242.03,Debit Card,Fortaleza,RJ,Sports,3,3
ORD002935,CUST00975,2024-03-04 10:47:33.210642128,Delivered,308.66,Credit Card,Salvador,SP,Books,3,7
ORD002936,CUST01324,2024-03-04 14:17:50.134026808,Delivered,399.07,PayPal,Brasilia,RJ,Sports,5,1
ORD002937,CUST01764,2024-03-04 17:48:07.057411480,Delivered,123.31,Credit Card,Brasilia,SP,Home & Garden,5,7
ORD002938,CUST00783,2024-03-04 21:18:23.980796160,Delivered,51.65,Credit Card,Brasilia,RJ,Sports,4,10
ORD002939,CUST00043,2024-03-05 00:48:40.904180840,Delivered,275.28,Debit Card,Fortaleza,RJ,Home & Garden,3,14
ORD002940,CUST00944,2024-03-05 04:18:57.827565512,Delivered,49.82,PayPal,Brasilia,CE,Beauty,5,10
ORD002941,CUST00343,2024-03-05 07:49:14.750950192,Shipped,387.95,Credit Card,Sao Paulo,RJ,Beauty,4,13
ORD002942,CUST01350,2024-03-05 11:19:31.674334864,Delivered,365.22,Debit Card,Brasilia,SP,Beauty,4,1
ORD002943,CUST01838,2024-03-05 14:49:48.597719544,Delivered,443.22,Credit Card,Brasilia,DF,Books,4,9
ORD002944,CUST00498,2024-03-05 18:20:05.521104224,Delivered,326.99,Debit Card,Sao Paulo,DF,Beauty,4,5
ORD002945,CUST00364,2024-03-05 21:50:22.444488896,Delivered,52.25,PayPal,Fortaleza,DF,Sports,5,13
ORD002946,CUST00891,2024-03-06 01:20:39.367873576,Delivered,141.51,PayPal,Rio de Janeiro,SP,Electronics,5,6
ORD002947,CUST00427,2024-03-06 04:50:56.291258256,Delivered,407.81,Credit Card,Salvador,SP,Home & Garden,4,12
ORD002948,CUST01005,2024-03-06 08:21:13.214642928,Delivered,100.22,Credit Card,Fortaleza,DF,Home & Garden,5,9
ORD002949,CUST00021,2024-03-06 11:51:30.138027608,Delivered,355.27,Debit Card,Brasilia,RJ,Electronics,4,11
ORD002950,CUST00407,2024-03-06 15:21:47.061412280,Delivered,394.52,Credit Card,Rio de Janeiro,DF,Sports,5,3
ORD002951,CUST00619,2024-03-06 18:52:03.984796960,Delivered,178.45,Debit Card,Salvador,BA,Books,4,3
ORD002952,CUST01015,2024-03-06 22:22:20.908181640,Delivered,174.7,Debit Card,Salvador,SP,Clothing,5,5
ORD002953,CUST00336,2024-03-07 01:52:37.831566312,Shipped,287.75,Credit Card,Salvador,BA,Sports,3,13
ORD002954,CUST01839,2024-03-07 05:22:54.754950992,Delivered,433.42,PayPal,Sao Paulo,BA,Beauty,3,13
ORD002955,CUST01141,2024-03-07 08:53:11.678335664,Delivered,127.47,Credit Card,Sao Paulo,SP,Sports,5,7
ORD002956,CUST01148,2024-03-07 12:23:28.601720344,Delivered,471.8,Cash,Rio de Janeiro,DF,Home & Garden,3,3
ORD002957,CUST00399,2024-03-07 15:53:45.525105024,Delivered,307.58,PayPal,Brasilia,CE,Home & Garden,5,4
ORD002958,CUST00793,2024-03-07 19:24:02.448489696,Delivered,496.22,Debit Card,Rio de Janeiro,BA,Books,5,14
ORD002959,CUST01828,2024-03-07 22:54:19.371874376,Delivered,63.01,Credit Card,Brasilia,DF,Beauty,5,2
ORD002960,CUST00715,2024-03-08 02:24:36.295259056,Delivered,80.75,Cash,Fortaleza,CE,Books,3,9
ORD002961,CUST00051,2024-03-08 05:54:53.218643728,Delivered,416.79,PayPal,Salvador,BA,Books,4,10
ORD002962,CUST01807,2024-03-08 09:25:10.142028408,Delivered,435.08,Credit Card,Salvador,DF,Electronics,5,9
ORD002963,CUST00324,2024-03-08 12:55:27.065413080,Delivered,233.82,Credit Card,Sao Paulo,BA,Clothing,4,13
ORD002964,CUST00789,2024-03-08 16:25:43.988797760,Shipped,362.75,Credit Card,Fortaleza,DF,Clothing,5,11
ORD002965,CUST00141,2024-03-08 19:56:00.912182440,Delivered,436.43,Cash,Fortaleza,RJ,Beauty,5,2
ORD002966,CUST00470,2024-03-08 23:26:17.835567112,Delivered,40.7,PayPal,Brasilia,RJ,Books,5,5
ORD002967,CUST00787,2024-03-09 02:56:34.758951792,Delivered,295.5,Cash,Fortaleza,SP,Home & Garden,5,1
ORD002968,CUST01826,2024-03-09 06:26:51.682336464,Delivered,429.67,PayPal,Sao Paulo,CE,Clothing,4,8
ORD002969,CUST01358,2024-03-09 09:57:08.605721144,Cancelled,211.11,Credit Card,Brasilia,BA,Sports,5,6
ORD002970,CUST01917,2024-03-09 13:27:25.529105824,Delivered,165.14,Credit Card,Rio de Janeiro,BA,Electronics,5,14
ORD002971,CUST00964,2024-03-09 16:57:42.452490496,Delivered,401.94,Credit Card,Brasilia,DF,Home & Garden,3,10
ORD002972,CUST01008,2024-03-09 20:27:59.375875176,Delivered,181.18,Credit Card,Rio de Janeiro,CE,Electronics,4,10
ORD002973,CUST00373,2024-03-09 23:58:16.299259856,Delivered,21.52,Debit Card,Brasilia,BA,Sports,5,2
ORD002974,CUST01588,2024-03-10 03:28:33.222644528,Delivered,480.59,Cash,Salvador,CE,Clothing,5,2
ORD002975,CUST00494,2024-03-10 06:58:50.146029208,Delivered,304.22,Cash,Rio de Janeiro,CE,Electronics,4,10
ORD002976,CUST01563,2024-03-10 10:29:07.069413880,Delivered,413.37,Credit Card,Sao Paulo,RJ,Beauty,5,5
ORD002977,CUST01693,2024-03-10 13:59:23.992798560,Shipped,416.14,Debit Card,Rio de Janeiro,BA,Electronics,4,7
ORD002978,CUST00751,2024-03-10 17:29:40.916183240,Delivered,51.88,Debit Card,Rio de Janeiro,BA,Electronics,5,9
ORD002979,CUST01180,2024-03-10 20:59:57.839567912,Delivered,102.01,Credit Card,Brasilia,SP,Sports,5,9
ORD002980,CUST00291,2024-03-11 00:30:14.762952592,Delivered,169.34,Debit Card,Salvador,CE,Home & Garden,4,12
ORD002981,CUST01672,2024-03-11 04:00:31.686337264,Delivered,173.94,Credit Card,Brasilia,DF,Home & Garden,4,11
ORD002982,CUST01168,2024-03-11 07:30:48.609721944,Delivered,336.22,Cash,Brasilia,RJ,Sports,5,6
ORD002983,CUST00106,2024-03-11 11:01:05.533106624,Delivered,319.1,Debit Card,Salvador,SP,Electronics,5,2
ORD002984,CUST01444,2024-03-11 14:31:22.456491296,Delivered,257.4,PayPal,Brasilia,RJ,Electronics,3,6
ORD002985,CUST00670,2024-03-11 18:01:39.379875976,Delivered,121.41,Credit Card,Salvador,DF,Books,5,1
ORD002986,CUST01682,2024-03-11 21:31:56.303260656,Shipped,203.35,Credit Card,Sao Paulo,SP,Beauty,3,11
ORD002987,CUST00002,2024-03-12 01:02:13.226645328,Delivered,280.93,Credit Card,Salvador,RJ,Clothing,4,11
ORD002988,CUST01969,2024-03-12 04:32:30.150030008,Delivered,244.63,PayPal,Fortaleza,DF,Clothing,5,13
ORD002989,CUST00589,2024-03-12 08:02:47.073414680,Delivered,81.1,Cash,Salvador,SP,Home & Garden,2,2
ORD002990,CUST00644,2024-03-12 11:33:03.996799360,Processing,331.77,Credit Card,Salvador,DF,Sports,5,12
ORD002991,CUST00090,2024-03-12 15:03:20.920184040,Delivered,55.06,PayPal,Fortaleza,SP,Electronics,5,3
ORD002992,CUST01369,2024-03-12 18:33:37.843568712,Delivered,201.53,Credit Card,Salvador,BA,Beauty,5,5
ORD002993,CUST00350,2024-03-12 22:03:54.766953392,Delivered,360.81,Credit Card,Rio de Janeiro,BA,Clothing,4,10
ORD002994,CUST01483,2024-03-13 01:34:11.690338072,Processing,29.61,Debit Card,Brasilia,RJ,Sports,5,1
ORD002995,CUST01287,2024-03-13 05:04:28.613722744,Shipped,293.59,PayPal,Brasilia,CE,Sports,5,12
ORD002996,CUST01375,2024-03-13 08:34:45.537107424,Delivered,180.57,Credit Card,Sao Paulo,CE,Electronics,2,10
ORD002997,CUST01132,2024-03-13 12:05:02.460492096,Delivered,24.24,Credit Card,Sao Paulo,DF,Beauty,4,13
ORD002998,CUST01610,2024-03-13 15:35:19.383876776,Delivered,111.38,Credit Card,Fortaleza,SP,Sports,5,14
ORD002999,CUST01063,2024-03-13 19:05:36.307261456,Delivered,471.65,Credit Card,Rio de Janeiro,BA,Clothing,4,13
ORD003000,CUST00909,2024-03-13 22:35:53.230646128,Delivered,270.15,Cash,Sao Paulo,CE,Books,5,13
ORD003001,CUST00159,2024-03-14 02:06:10.154030808,Delivered,498.67,Debit Card,Brasilia,BA,Clothing,5,5
ORD003002,CUST01607,2024-03-14 05:36:27.077415480,Cancelled,271.91,Credit Card,Sao Paulo,DF,Beauty,2,5
ORD003003,CUST00959,2024-03-14 09:06:44.000800160,Delivered,281.09,Credit Card,Sao Paulo,DF,Books,4,4
ORD003004,CUST00312,2024-03-14 12:37:00.924184840,Delivered,208.08,Cash,Salvador,SP,Sports,4,3
ORD003005,CUST01265,2024-03-14 16:07:17.847569512,Delivered,168.82,Debit Card,Sao Paulo,CE,Clothing,4,7
ORD003006,CUST01962,2024-03-14 19:37:34.770954192,Delivered,140.74,Debit Card,Fortaleza,DF,Electronics,5,11
ORD003007,CUST00445,2024-03-14 23:07:51.694338872,Delivered,184.84,Credit Card,Brasilia,DF,Beauty,4,7
ORD003008,CUST00298,2024-03-15 02:38:08.617723544,Delivered,240.73,PayPal,Fortaleza,BA,Sports,4,1
ORD003009,CUST00952,2024-03-15 06:08:25.541108224,Delivered,112.16,Credit Card,Fortaleza,RJ,Electronics,2,7
ORD003010,CUST00036,2024-03-15 09:38:42.464492896,Shipped,127.94,Debit Card,Rio de Janeiro,CE,Books,5,3
ORD003011,CUST01108,2024-03-15 13:08:59.387877576,Delivered,150.34,Cash,Salvador,SP,Home & Garden,4,13
ORD003012,CUST01476,2024-03-15 16:39:16.311262256,Delivered,235.64,Credit Card,Fortaleza,SP,Home & Garden,5,3
ORD003013,CUST01910,2024-03-15 20:09:33.234646928,Delivered,333.35,Credit Card,Rio de Janeiro,BA,Books,5,6
ORD003014,CUST01799,2024-03-15 23:39:50.158031608,Delivered,430.95,Credit Card,Brasilia,SP,Home & Garden,4,6
ORD003015,CUST01846,2024-03-16 03:10:07.081416280,Delivered,157.82,Credit Card,Brasilia,DF,Beauty,1,11
ORD003016,CUST01409,2024-03-16 06:40:24.004800960,Delivered,108.19,Credit Card,Rio de Janeiro,CE,Sports,5,13
ORD003017,CUST01196,2024-03-16 10:10:40.928185640,Delivered,201.85,Cash,Fortaleza,SP,Sports,5,4
ORD003018,CUST01400,2024-03-16 13:40:57.851570312,Delivered,449.3,Credit Card,Fortaleza,CE,Beauty,3,5
ORD003019,CUST01709,2024-03-16 17:11:14.774954992,Delivered,24.73,Debit Card,Salvador,SP,Clothing,5,3
ORD003020,CUST01386,2024-03-16 20:41:31.698339672,Delivered,345.38,PayPal,Salvador,RJ,Sports,1,3
ORD003021,CUST00559,2024-03-17 00:11:48.621724344,Delivered,249.04,Cash,Brasilia,RJ,Home & Garden,1,9
ORD003022,CUST00891,2024-03-17 03:42:05.545109024,Shipped,97.3,Debit Card,Salvador,CE,Beauty,5,5
ORD003023,CUST00141,2024-03-17 07:12:22.468493696,Delivered,174.09,Credit Card,Rio de Janeiro,RJ,Electronics,2,1
ORD003024,CUST00887,2024-03-17 10:42:39.391878376,Delivered,127.98,Credit Card,Brasilia,RJ,Clothing,5,9
ORD003025,CUST01942,2024-03-17 14:12:56.315263056,Processing,441.36,Credit Card,Fortaleza,DF,Electronics,5,10
ORD003026,CUST01142,2024-03-17 17:43:13.238647728,Delivered,251.3,Debit Card,Brasilia,SP,Home & Garden,5,6
ORD003027,CUST01301,2024-03-17 21:13:30.162032408,Delivered,290.29,Credit Card,Sao Paulo,RJ,Electronics,2,9
ORD003028,CUST00726,2024-03-18 00:43:47.085417080,Processing,304.97,Credit Card,Brasilia,CE,Home & Garden,4,14
ORD003029,CUST01244,2024-03-18 04:14:04.008801760,Delivered,327.02,Credit Card,Salvador,DF,Sports,4,11
ORD003030,CUST01929,2024-03-18 07:44:20.932186440,Shipped,257.87,Debit Card,Rio de Janeiro,RJ,Clothing,4,7
ORD003031,CUST01050,2024-03-18 11:14:37.855571112,Cancelled,28.58,Credit Card,Fortaleza,CE,Books,3,11
ORD003032,CUST00521,2024-03-18 14:44:54.778955792,Delivered,180.67,Credit Card,Fortaleza,SP,Home & Garden,5,10
ORD003033,CUST01807,2024-03-18 18:15:11.702340472,Delivered,108.26,Credit Card,Salvador,RJ,Beauty,4,10
ORD003034,CUST00010,2024-03-18 21:45:28.625725144,Delivered,346.47,Debit Card,Salvador,CE,Beauty,5,7
ORD003035,CUST00984,2024-03-19 01:15:45.549109824,Delivered,47.22,Debit Card,Salvador,CE,Sports,5,5
ORD003036,CUST00378,2024-03-19 04:46:02.472494496,Delivered,290.63,Credit Card,Sao Paulo,BA,Beauty,5,7
ORD003037,CUST01657,2024-03-19 08:16:19.395879176,Delivered,121.1,PayPal,Rio de Janeiro,CE,Electronics,5,10
ORD003038,CUST01661,2024-03-19 11:46:36.319263856,Delivered,475.45,Credit Card,Sao Paulo,BA,Sports,3,4
ORD003039,CUST00682,2024-03-19 15:16:53.242648528,Delivered,181.06,Credit Card,Salvador,SP,Beauty,4,11
ORD003040,CUST00584,2024-03-19 18:47:10.166033208,Delivered,176.11,Credit Card,Rio de Janeiro,SP,Electronics,5,11
ORD003041,CUST00152,2024-03-19 22:17:27.089417888,Delivered,463.22,Debit Card,Salvador,DF,Electronics,5,6
ORD003042,CUST00720,2024-03-20 01:47:44.012802560,Delivered,220.33,Debit Card,Rio de Janeiro,BA,Electronics,3,2
ORD003043,CUST01073,2024-03-20 05:18:00.936187240,Delivered,482.17,Credit Card,Fortaleza,CE,Beauty,5,14
ORD003044,CUST01178,2024-03-20 08:48:17.859571912,Processing,31.6,Debit Card,Sao Paulo,DF,Electronics,5,10
ORD003045,CUST00859,2024-03-20 12:18:34.782956592,Cancelled,167.05,Credit Card,Salvador,DF,Clothing,4,3
ORD003046,CUST01317,2024-03-20 15:48:51.706341272,Delivered,339.77,Cash,Salvador,SP,Beauty,3,2
ORD003047,CUST01604,2024-03-20 19:19:08.629725944,Shipped,447.61,Debit Card,Brasilia,CE,Electronics,5,13
ORD003048,CUST00050,2024-03-20 22:49:25.553110624,Delivered,143.07,Debit Card,Fortaleza,BA,Clothing,4,10
ORD003049,CUST00664,2024-03-21 02:19:42.476495296,Delivered,466.63,Debit Card,Salvador,SP,Books,4,2
ORD003050,CUST00531,2024-03-21 05:49:59.399879976,Delivered,305.18,Cash,Sao Paulo,DF,Clothing,4,7
ORD003051,CUST01636,2024-03-21 09:20:16.323264656,Delivered,404.48,Cash,Fortaleza,RJ,Beauty,5,5
ORD003052,CUST01084,2024-03-21 12:50:33.246649328,Processing,210.66,Debit Card,Salvador,DF,Beauty,5,13
ORD003053,CUST01191,2024-03-21 16:20:50.170034008,Delivered,121.85,Credit Card,Sao Paulo,RJ,Electronics,4,13
ORD003054,CUST01226,2024-03-21 19:51:07.093418688,Delivered,457.39,Credit Card,Brasilia,SP,Beauty,1,6
ORD003055,CUST00857,2024-03-21 23:21:24.016803360,Delivered,467.91,Credit Card,Brasilia,BA,Books,4,3
ORD003056,CUST00146,2024-03-22 02:51:40.940188040,Delivered,258.84,Debit Card,Sao Paulo,CE,Sports,3,10
ORD003057,CUST00915,2024-03-22 06:21:57.863572712,Delivered,23.12,Credit Card,Fortaleza,RJ,Clothing,3,5
ORD003058,CUST01700,2024-03-22 09:52:14.786957392,Delivered,72.7,Cash,Sao Paulo,CE,Sports,4,5
ORD003059,CUST01994,2024-03-22 13:22:31.710342072,Delivered,295.05,Credit Card,Sao Paulo,SP,Books,2,11
ORD003060,CUST00993,2024-03-22 16:52:48.633726744,Delivered,31.41,PayPal,Brasilia,SP,Clothing,5,4
ORD003061,CUST01463,2024-03-22 20:23:05.557111424,Delivered,210.52,Credit Card,Brasilia,SP,Electronics,1,10
ORD003062,CUST00242,2024-03-22 23:53:22.480496096,Delivered,165.62,Debit Card,Brasilia,BA,Clothing,4,4
ORD003063,CUST00581,2024-03-23 03:23:39.403880776,Delivered,362.89,Credit Card,Salvador,RJ,Electronics,3,12
ORD003064,CUST00687,2024-03-23 06:53:56.327265456,Delivered,46.68,Debit Card,Salvador,CE,Home & Garden,5,13
ORD003065,CUST01585,2024-03-23 10:24:13.250650128,Delivered,254.59,Credit Card,Rio de Janeiro,DF,Clothing,2,8
ORD003066,CUST00483,2024-03-23 13:54:30.174034808,Delivered,297.97,Credit Card,Salvador,SP,Clothing,5,6
ORD003067,CUST01132,2024-03-23 17:24:47.097419488,Delivered,316.3,PayPal,Fortaleza,CE,Sports,5,11
ORD003068,CUST01250,2024-03-23 20:55:04.020804160,Delivered,214.48,Credit Card,Fortaleza,CE,Sports,5,2
ORD003069,CUST00673,2024-03-24 00:25:20.944188840,Shipped,166.1,Credit Card,Brasilia,BA,Books,5,2
ORD003070,CUST00631,2024-03-24 03:55:37.867573512,Delivered,347.6,Credit Card,Sao Paulo,RJ,Electronics,2,2
ORD003071,CUST00661,2024-03-24 07:25:54.790958192,Delivered,426.83,PayPal,Brasilia,BA,Beauty,2,6
ORD003072,CUST00662,2024-03-24 10:56:11.714342872,Processing,352.94,Credit Card,Sao Paulo,BA,Sports,5,12
ORD003073,CUST01456,2024-03-24 14:26:28.637727544,Delivered,467.41,Debit Card,Brasilia,CE,Books,4,1
ORD003074,CUST00805,2024-03-24 17:56:45.561112224,Delivered,364.29,Credit Card,Brasilia,RJ,Electronics,4,3
ORD003075,CUST01679,2024-03-24 21:27:02.484496896,Delivered,387.02,Credit Card,Fortaleza,RJ,Electronics,5,1
ORD003076,CUST00419,2024-03-25 00:57:19.407881576,Delivered,100.59,PayPal,Sao Paulo,RJ,Electronics,5,4
ORD003077,CUST00988,2024-03-25 04:27:36.331266256,Delivered,221.38,Credit Card,Rio de Janeiro,SP,Home & Garden,5,13
ORD003078,CUST01479,2024-03-25 07:57:53.254650928,Cancelled,252.83,Debit Card,Rio de Janeiro,RJ,Electronics,5,1
